User_ID,Doc_ID,Inter-Stroke time,Stroke Duration,Start X,Start Y,Stop X,Sop Y,Direct end-to-end Distance,Mean resulant length,WSAD Flag,Direction of end-to-end Time,Phone_ID,20 per pairwise velocity,50 per pairwise velocity,80 per pairwise velocity,20 per pairwise acc,50 per pairwise acc,80 per pairwise acc,Median velocity at last 3pts,Largest deviation from end-to-end line,20 per dev line,50 per dev line,80 per dev line,Average Direction,Length of Trajectory,Ratio dist and length of trajectory,Average velocity,Median acceleration at first 5 pts,Mid-Stroke pressure,Mid-Stroke area covered,Mid-Stroke finger orientation,Change of finger orientation,Phone orientation
24,2,0.773,0.488,22.675,-28.888,22.021,-40.553,11.683,0.78767,1,-1.6268,2,5.6766,17.943,34.426,-838.53,-47.148,475.56,5.225,-0.20751,-0.060016,0,0.034585,-1.4702,11.955,0.97722,24.498,-465.55,0.38,0.088889,0,0,1
34,2,4.937,0.822,15.589,-49.492,17.006,-41.316,8.2979,0.84046,3,1.3992,2,3.7038,6.4125,14.535,-445.02,-19.79,506.02,1.8795,0.73899,0,0.18117,0.49123,1.2815,8.58,0.96712,10.438,-34.941,0.57,0.2,0,0,1
22,1,25.175,0.722,26.49,-22.348,23.111,-31.396,9.6586,0.68356,1,-1.9282,2,0,8.4752,21.689,-769.12,0,348.68,0,0.27315,-0.024608,0.036912,0.21163,-1.533,9.9972,0.96613,13.846,169.49,0.53,0.13333,0,0,1
5,1,0.645,0.423,21.368,-11.188,15.018,-44.652,34.061,0.94015,1,-1.7583,3,52.348,80.688,140,-3835.1,-168.87,10973,40.31,1.1692,8.8818E-16,0.69527,1.054,-1.6702,34.251,0.99443,80.973,538.2,0.705,0.088889,0,0,1
24,1,1.132,0.487,23.002,-41.97,28.234,-30.742,12.388,0.94088,3,1.1347,2,13.642,24.768,53.363,-1132.2,85.076,1792,18.141,-0.81926,-0.73081,-0.49885,-0.1415,1.0726,12.652,0.97912,25.979,85.076,0.36,0.11111,0,0,1
28,1,2.423,2.15,29.87,-21.367,29.979,-39.245,17.878,0.80933,1,-1.5647,2,0,6.7581,14.936,-454.24,-21.362,407.93,0,0.35229,-0.019143,0.091729,0.10761,-1.2968,18.193,0.98273,8.4617,406.12,0.38,0.088889,0,0,1
18,1,0.724,0.243,10.886,-40.922,13.809,-35.58,6.0895,0.94608,3,1.0701,3,16.588,26.515,32.036,-976.57,-160.59,897.35,16.588,-0.43043,-0.37771,-0.22523,-0.0058392,1.0315,6.205,0.98138,25.535,3.8872,0.72,0.044444,0,0,1
27,1,11.05,2.507,17.437,-38.201,15.018,-18.445,19.903,0.70622,3,1.6926,3,4.6033,8.5821,14.345,-356.73,-0.0025948,255.14,8.3995,1.6967,0.20744,0.77587,1.3033,1.4904,22.352,0.89043,8.9159,165.21,0.72,0.044444,0,0,1
38,5,1.496,0.09,13.3,-45.785,23.765,-41.752,11.216,0.98632,2,0.36787,2,58.851,206.59,219.88,-5508.7,-1301.9,1190.5,206.59,-0.31787,-0.29721,0,0,0.27316,11.238,0.99803,124.86,-1301.9,0.48,0.14444,0,0,1
10,5,2.024,0.11,26.408,-28.323,11.289,-37.394,17.632,0.4759,4,-2.6012,3,0,285.32,655.47,-37220,-3539.4,158590,244.87,0.7433,1.7764E-16,0.08643,0.72428,-2.382,17.72,0.99501,161.09,3111.5,0.75,0.044444,0,0,1
29,5,1.899,0.051,25.4,-22.578,17.639,-23.888,7.8709,0.34236,4,-2.9743,5,44.707,447.07,2188.4,-276410,-143530,-10645,447.07,0.29171,0,0,0.2042,-2.7799,7.8935,0.99714,154.77,-143530,0.086275,0.066667,0,0,1
2,5,0.339,0.196,8.503,-33.685,30.524,-38.264,22.492,0.99165,2,-0.205,2,14.142,108.1,192.52,-6374.3,-341.87,8709,108.1,-0.34133,-0.17066,0,0.052308,-0.15528,22.544,0.99767,115.02,-341.87,0.46,0.12222,0,0,1
14,5,1.023,0.108,18.748,-33.766,27.92,-33.867,9.1728,0.99789,2,-0.010989,5,12.17,114.6,243.4,-5997.9,-5216.3,11459,114.6,0.23259,6.9389E-18,1.3878E-17,0.20711,-0.015383,9.1917,0.99794,85.108,-5216.3,0.13725,0.1,0,0,1
35,4,3.53,0.136,25.501,-36.588,11.087,-40.721,14.994,0.79503,4,-2.8624,3,37.543,107.86,305.74,-17832,-2971.6,129920,115.93,0.44989,0,0.2778,0.42374,-2.9132,15.083,0.99412,110.9,-2971.6,0.53,0.044444,0,0,1
36,4,8.306,0.09,23.547,-38.155,12.209,-41.425,11.8,0.60844,4,-2.8608,4,49.046,206.9,1680.9,-148860,-4457.7,2049800,152.49,-0.13898,-0.086815,-4.4409E-16,0.014503,-2.7823,11.814,0.99878,131.27,-4457.7,0.14118,0.088889,0,0,1
10,4,4.67,0.112,12.801,-38.1,28.021,-35.58,15.427,0.99341,2,0.16407,3,0,109.03,240.27,-9179.6,560.34,5410.9,218.84,-0.23708,-0.068752,0,0.007244,0.13435,15.445,0.99883,137.9,560.34,0.82,0.044444,0,0,1
26,4,0.54,0.119,8.176,-40.117,11.991,-39.354,3.891,0.98578,2,0.1974,2,2.044,58.755,165.2,-4853.1,-1814.7,14689,58.755,0.34207,0,0,0.19241,0.11347,3.9526,0.98443,33.215,-1814.7,0.4,0.1,0,0,1
12,4,0.299,0.131,28.021,-19.655,20.663,-17.941,7.5548,0.4114,4,2.9128,3,0,63.31,91.861,-10355,1050.1,6092.6,62.174,-0.58093,-0.48989,-0.083375,-2.2204E-17,3.0349,7.6767,0.98412,58.601,2696.5,0.32,0.044444,0,0,1
7,4,0.325,0.115,22.784,-36.083,3.9245,-39.463,19.16,0.47722,4,-2.9643,2,55.214,204.99,264.43,-9110.7,-3926.8,-964.02,204.99,2.2925,0,0,2.0673,-3.0625,19.805,0.96742,172.22,-3926.8,0.7,0.17778,0,0,1
2,3,1.777,1.177,54.724,-10.465,54.724,-4.0335,6.4318,0.69202,3,1.5708,2,0,6.9232,10.901,-451.55,0.0089132,484.49,3.6337,-0.8721,-0.8721,-0.76309,-0.43605,1.0368,7.3705,0.87263,6.2621,626.09,0.5,0.14444,1.5708,0,2
22,3,18.912,1.456,10.901,-32.922,11.991,-36.846,4.0731,0.36247,1,-1.2998,2,0,6.8133,12.373,-437.63,-12.414,337.83,0.71719,1.5055,0.21299,0.76151,1.3766,-0.39533,10.952,0.37189,7.5221,-28.38,0.52,0.13333,0,0,1
21,3,20.893,3.76,21.066,-33.665,21.469,-33.161,0.64539,0.63155,3,0.89606,3,0,0,8.7562,-251.48,0,184.1,13.591,2.3297,-0.28334,0.39353,2.2353,0.0020651,15.089,0.042774,4.0129,337.37,0.87,0.044444,0,0,1
37,3,258.29,0.42,20.562,-37.999,30.641,-16.228,23.991,0.93443,3,1.1372,1,31.545,60.26,99.374,-1536.3,5.8435,9509,19.492,-1.5177,-1.4113,-0.67584,-0.07419,1.0535,24.398,0.98335,58.09,1516.8,0.44,0.044444,0,0,1
14,3,4.333,1.52,22.88,-40.015,26.408,-23.687,16.705,0.81466,3,1.358,5,1.0855,7.1272,23.724,-363.46,0,531.55,0,-0.85689,-0.58577,-0.40807,-0.17576,1.082,17.473,0.95605,11.496,893.05,0.1451,0.15,0,0,1
25,2,3.135,1.654,0.32704,-54.615,2.1803,-39.463,15.266,0.72194,3,1.4491,2,3.7215,12.112,20.208,-616.38,0.0022283,755.05,6.8401,2.0567,0.43773,0.86721,1.8525,1.1663,17.551,0.86978,10.611,33.553,0.53,0.088889,0,0,1
2,2,1.917,0.835,7.7399,-19.077,8.067,-14.826,4.2641,0.69429,3,1.494,2,0,6.6129,12.113,-486.94,0,504.58,2.0188,0.47657,0.34698,0.42641,0.45149,1.0333,4.7668,0.89454,5.7087,-418.31,0.61,0.22222,1.5708,0,2
13,2,5.265,3.946,8.0635,-37.294,1.6127,-23.384,15.333,0.44049,3,2.005,1,0,5.3049,10.079,-566.64,0,699.95,8.7813,0.47575,-0.3211,-0.22396,0.37768,0.67227,25.083,0.61127,6.3566,114.79,0.45,0.044444,0,0,1
6,2,0.898,0.482,24.493,-20.36,27.214,-16.933,4.3761,0.81051,3,0.89965,1,5.3197,11.879,20.324,-1061.5,89.215,1228.3,8.0765,-0.44342,-0.27975,-0.13813,-0.073593,0.80506,4.9933,0.87639,10.36,251.98,0.51,0.044444,0,0,1
6,2,1.983,0.87,20.965,-33.363,22.275,-26.408,7.0771,0.66188,3,1.3846,1,0,8.3994,14.86,-308.54,-21.406,158.52,5.9393,-0.5656,-0.50717,-0.25983,-0.16078,1.0192,8.3137,0.85126,9.556,411.84,0.47,0.044444,0,0,1
41,2,40.808,2.015,11.991,-45.567,11.119,-5.2326,40.344,0.96872,3,1.5924,2,11.475,18.169,34.425,-519.17,0,672.91,9.0843,0.50488,-0.18822,1.1102E-16,0.26098,1.5761,40.658,0.99228,20.178,-177.68,0.55,0.14444,0,0,1
36,2,0.97,0.356,27.689,-23.983,26.599,-18.968,5.1317,0.7667,3,1.7849,4,6.4708,17.309,25.247,-509.98,-126.61,502.95,6.5097,-0.13895,-0.10884,-0.06021,-8.3267E-16,1.6568,5.3895,0.95217,15.139,-126.61,0.10588,0.022222,0,0,1
23,2,0.4,0.062,18.641,-30.851,16.679,-42.406,11.721,0.69821,1,-1.739,4,45.609,456.09,2059.2,-50848,419860,890570,456.09,0.53332,0,0,0.37332,-1.2238,11.772,0.99563,189.87,419860,0.19216,0.066667,0,0,1
23,2,1.293,0.375,23.22,-44.368,24.746,-39.245,5.3461,0.77233,3,1.2813,4,7.1454,17.236,24.971,-604.33,-116.36,322.37,0,-0.24674,-0.20384,-0.073356,-0.017783,1.0416,5.8997,0.90617,15.732,-215.63,0.18039,0.088889,0,0,1
39,2,1.129,0.864,6.6498,-18.096,9.9202,-48.402,30.482,0.96705,1,-1.4633,2,12.113,22.705,69.061,-899.28,-102.06,845.26,8.4229,-0.99962,-0.88929,-0.70566,-0.46706,-1.4747,30.815,0.98917,35.666,-529.23,0.3,0.077778,0,0,1
23,1,0.634,0.208,26.054,-45.458,28.125,-36.301,9.3884,0.90587,3,1.3483,4,32.757,69.398,88.98,-2132,-952.73,2231.9,39.691,-0.41645,-0.34784,-0.12278,-4.4409E-16,1.2711,9.4854,0.98978,45.603,35.476,0.20784,0.1,0,0,1
24,1,0.739,0.307,21.912,-43.169,26.49,-34.884,9.4659,0.95373,3,1.0659,2,7.4272,36.839,55.059,-847.98,-159.38,1836.1,14.589,-0.17576,-0.079343,0,0.040927,1.0263,9.5266,0.99363,31.031,2050,0.3,0.1,0,0,1
41,5,3.656,0.329,8.83,-55.27,22.457,-53.089,13.8,0.96046,2,0.15866,2,16.243,41.125,91.912,-1157.7,-247.59,844.43,24.971,-0.76212,-0.58128,-0.2282,-0.027987,0.098192,14.101,0.97868,42.859,871.65,0.53,0.15556,0,0,1
16,5,4.356,1.155,25.098,-24.896,24.795,-23.888,1.0523,0.2964,3,1.8623,3,0,8.7079,28.753,-536.83,-42.213,562.4,2.7998,-6.0436,-5.0444,-0.63718,0.22205,0.22785,14.578,0.072186,12.622,-122.16,0.63,0.044444,0,0,1
12,5,2.44,0.091,7.5595,-24.392,17.941,-26.307,10.557,0.98896,2,-0.18242,3,0,115.28,664.72,-34313,-4293.2,405130,152.32,0.21268,0,0.062552,0.15628,-0.17351,10.574,0.99834,116.2,-3220.3,0.47,0.044444,0,0,1
11,5,1.465,0.095,12.902,-35.883,22.074,-37.092,9.2516,0.99653,2,-0.13111,3,34.236,50.743,129.54,-14605,-2124.3,3106.8,76.584,-0.11201,-0.048756,0,0.0068083,-0.10554,9.2614,0.99895,97.488,-2124.3,0.6,0.044444,0,0,1
15,5,0.252,0.082,12.755,-45.022,22.675,-41.207,10.629,0.98477,2,0.36717,4,32.369,323.69,394.73,-6107.3,-6089.4,-6071.6,323.69,-0.32872,-0.2301,0,0,0.23612,10.65,0.998,129.88,-6089.4,0.28235,0.11111,0,0,1
33,5,1.819,0.085,11.087,-26.912,24.493,-32.153,14.394,0.98651,2,-0.3727,5,99.934,284.37,555.96,-24527,-5660.8,96332,159.12,-0.50819,-0.33858,0,0.0015528,-0.32646,14.445,0.99642,169.95,-5660.8,0.15294,0.15,0,0,1
27,4,4.258,0.104,20.864,-29.129,4.3341,-31.246,16.665,0.14864,4,-3.0142,3,0,199.53,796.47,-27426,-5551.8,336000,227.46,0.81628,0,4.4409E-16,0.62096,-2.6937,16.776,0.99339,161.31,0,0.49,0.044444,0,0,1
26,4,0.44,0.215,24.201,-36.41,14.717,-37.5,9.5466,0.76847,4,-3.0272,2,10.928,65.635,111.52,-2125.9,-615.18,6053,87.386,-0.41079,-0.2776,-0.14627,0,-2.9779,9.6086,0.99355,44.691,1943.4,0.43,0.088889,0,0,1
14,4,0.886,0.096,26.408,-26.106,15.925,-35.983,14.403,0.59179,4,-2.3859,5,44.078,204.04,317.91,-9395.3,5406.4,6587.4,204.04,0.29484,-0.00070535,0,0.14742,-2.0959,14.422,0.99873,150.23,5406.4,0.13725,0.15,0,0,1
22,4,1.835,0.127,27.035,-30.524,5.7777,-41.425,23.89,0.72715,4,-2.6677,2,54.507,233.55,439.76,-27471,-2435.4,111630,87.368,1.5147,0,0.36935,1.4244,-2.5348,24.128,0.99013,189.98,-2978.3,0.55,0.17778,0,0,1
34,4,44.33,0.152,11.664,-41.534,30.524,-39.572,18.961,0.9924,2,0.10367,2,35.125,137.23,1233.4,-26686,-1830.8,489920,73.449,0.83859,-0.015606,0.12347,0.42174,0.11775,19.094,0.99303,125.62,137870,0.68,0.16667,0,0,1
39,3,2.32,0.532,6.9768,-47.748,5.3416,-28.125,19.69,0.94464,3,1.6539,2,21.82,35.453,57.239,-1241.6,170.19,2035.1,23.748,1.0864,0.0063371,0.56129,0.89444,1.6167,20.079,0.98066,37.742,833.37,0.31,0.088889,0,0,1
28,3,1.481,1.122,11.446,-30.415,8.612,-25.945,5.2925,0.60666,3,2.1359,2,0.13214,6.8133,10.938,-242.12,30.279,302.39,0,0.19535,0.092062,0.12574,0.15875,1.83,5.8597,0.9032,5.2225,299.48,0.45,0.11111,0,0,1
25,3,16.736,0.648,56.796,-25.727,54.833,-21.803,4.3877,0.59483,3,2.0344,2,0,6.8133,10.241,-484.72,-9.8974,474.97,1.2676,0.14626,-3.5971E-15,1.3878E-16,0.082878,1.5859,4.8334,0.90778,7.459,64.201,0.35,0.088889,1.5708,0,2
27,3,9.136,2.306,19.554,-23.283,15.623,-8.2651,15.524,0.66146,3,1.8268,3,0,7.7534,11.879,-699.96,0,432.61,0,0.79643,-0.23199,0.063479,0.39952,1.4771,17.258,0.89952,7.484,-310.01,0.84,0.088889,1.5708,0,2
24,3,0.914,0.461,12.864,-49.165,11.446,-41.098,8.1905,0.87303,3,1.7447,2,17.043,39.704,152.35,-11223,-100.5,82213,65.984,0.69354,0,0.59778,0.67918,1.641,8.4584,0.96833,18.348,-844.63,0.4,0.11111,0,0,1
17,2,0.911,0.574,18.647,-41.426,20.763,-36.79,5.0968,0.87401,3,1.1425,1,3.6913,7.5024,22.254,-319.56,-32.561,633.44,2.0363,-0.3548,-0.24796,-0.1176,0,0.90694,5.3452,0.95352,9.3122,0,0.49,0.044444,0,0,1
15,2,28.759,0.514,18.532,-46.112,22.675,-36.955,10.05,0.89851,3,1.146,4,7.8312,20.435,38.435,-555.75,-196.64,992.59,3.2062,-0.4635,-0.24712,-0.094593,-0.0094593,1.0497,10.27,0.9786,19.981,-198.68,0.23137,0.11111,0,0,1
31,2,0.824,0.361,23.082,-37.092,25.198,-25.803,11.486,0.9326,3,1.3854,5,18.548,38.319,61.139,-1241.4,163.25,1266.1,51.474,-0.81731,-0.63279,-0.35293,-0.05201,1.2942,11.672,0.98402,32.333,378.2,0.12157,0.066667,0,0,1
27,2,2.406,1.702,13.708,-34.572,11.692,-26.71,8.1162,0.54307,3,1.8218,3,0,7.1272,10.732,-654.22,0,469.34,8.1943,1.0865,0.37051,0.58331,0.69296,1.0504,11.088,0.73196,6.5149,-679,0.75,0.088889,0,0,1
3,2,4.553,0.512,20.663,-22.578,22.074,-18.244,4.5581,0.57866,3,1.256,3,0,2.8519,35.029,-474.58,0,135.64,0,-0.38114,-0.32542,-0.23849,0.03009,0.52201,6.7476,0.67551,13.179,0,0.52,0.044444,0,0,1
36,2,4.482,0.282,28.343,-30.851,26.381,-18.641,12.366,0.89889,3,1.7301,4,31.349,51.956,79.078,-1722.7,-352.22,2286.1,25.964,-0.33058,-0.32097,-0.20758,-0.018451,1.5982,12.487,0.99034,44.279,130.25,0.12157,0.022222,0,0,1
16,1,16.065,0.844,21.167,-12.599,19.151,-30.238,17.754,0.66746,1,-1.6846,3,0,9.163,38.397,-665.33,0,672.08,0,1.1244,0.10014,0.11159,0.39828,-1.0256,18.249,0.97288,21.622,589.28,0.48,0.044444,0,0,1
21,1,2.918,0.965,6.2492,-45.357,4.3341,-39.108,6.5361,0.58321,3,1.8682,3,0,0,10.969,-262.42,0,263.34,0,0.3746,-0.03917,-0.021761,0.053625,0.79752,7.0403,0.92838,7.2956,69.394,0.59,0.044444,0,0,1
26,1,10.704,4.017,33.14,-55.27,30.633,-34.339,21.08,0.70099,3,1.69,2,0,6.0563,9.0687,-425.71,0,420.86,14.339,-1.7516,-1.6522,-1.5339,-1.4139,1.2391,22.828,0.92343,5.6829,42.811,0.52,0.15556,0,0,1
2,1,2.018,1.682,6.4318,-40.335,5.5597,-32.922,7.464,0.68096,3,1.6879,2,0,4.9654,10.167,-272.97,-34.613,247.2,5.1389,0.59228,0.35027,0.47765,0.53178,1.243,8.0119,0.93162,4.7633,266.77,0.47,0.17778,0,0,1
34,1,2.786,0.395,15.807,-42.842,15.371,-37.609,5.2508,0.73471,3,1.6539,2,4.1009,12.112,29.871,-563.16,-73.717,1196.9,1.3294,0.20822,-0.014485,0.009053,0.086004,1.5367,5.5059,0.95367,13.939,-221.22,0.4,0.15556,0,0,1
18,1,4.373,0.342,8.5675,-48.482,12.599,-34.975,14.095,0.91862,3,1.2807,3,30.209,47.402,61.929,-1257.5,-9.3222,806.53,37.712,-1.7255,-1.6158,-1.1568,-0.040363,1.2757,14.686,0.95976,42.942,108.45,0.66,0.044444,0,0,1
20,5,2.093,0.061,9.3751,-37.718,3.8155,-37.827,5.5607,0.0098025,4,-3.122,2,0,397.2,794.39,-14711,-14711,-14711,397.2,1.3878E-17,1.3878E-18,1.3878E-17,1.3878E-17,-1.561,5.5607,1,91.16,-14711,0.42,0.12222,0,0,1
19,5,2.431,0.239,6.0476,-43.543,25.702,-41.829,19.729,0.89833,2,0.08696,1,30.397,97.098,141.17,-4825.4,-475.6,8365.5,53.423,-0.3929,-0.26174,-0.16015,-0.028888,0.20777,20.033,0.98482,83.822,1838.6,0.72,0.044444,0,0,1
14,5,1.508,0.735,29.432,-27.819,27.214,-29.633,2.8651,0.45373,4,-2.4559,5,0,6.2996,10.124,-234.92,0,392,0,0.092194,-0.0085102,0.014184,0.042551,-2.0626,3.1468,0.91049,4.2813,24.901,0.12157,0.15,0,0,1
22,5,4.882,0.145,9.0481,-38.591,34.884,-36.301,25.937,0.98871,2,0.088377,2,48.974,200.14,3440.8,-146120,8240.9,5271400,220.72,-1.912,-1.7153,-1.0048,-3.9968E-16,0.11979,26.277,0.98708,181.22,8240.9,0.555,0.13333,0,0,1
20,5,0.383,0.166,11.991,-54.07,26.054,-54.397,14.066,0.99138,2,-0.023252,2,29.157,81.54,147.68,-28785,218.81,4136.6,110.19,-1.138,-0.94993,-0.30161,0,0.048501,14.26,0.98644,85.902,218.81,0.38,0.088889,0,0,1
4,5,0.6,0.309,7.5219,-26.708,23.765,-27.58,16.266,0.87216,2,-0.05364,2,12.326,32.501,87.848,-2491.2,198.43,4075,22.302,1.2756,1.1102E-16,0.90774,1.1146,-0.037445,17.117,0.95032,55.394,1197.7,0.56,0.13333,0,0,1
38,5,2.947,0.113,8.721,-41.643,20.058,-39.027,11.635,0.94602,2,0.2268,2,0.19765,1.9765,647.34,-37845,3486,44817,1.9765,-0.081709,-0.057196,0,0,0.33201,11.659,0.99797,103.18,3486,0.48,0.13333,0,0,1
13,4,0.296,0.126,16.429,-34.068,28.525,-30.037,12.75,0.98096,2,0.32175,1,0,79.793,254.67,-40015,-6927.8,12950,151.94,-0.54185,-0.54185,-0.28686,0,0.245,12.816,0.99484,101.71,-6927.8,0.53,0.044444,0,0,1
39,4,2.597,0.161,7.7399,-37.064,30.415,-42.079,23.223,0.99486,2,-0.21765,2,4.4888,213.85,519.79,-11959,985.56,160260,213.85,-0.39404,-0.3443,-0.015352,0,-0.13549,23.244,0.99907,144.37,985.56,0.47,0.12222,0,0,1
35,3,8.969,8.243,9.8778,-40.721,6.7532,-22.779,18.211,0.54357,3,1.7432,3,0,0,9.1631,-442.03,0,416.53,15.142,0.88365,0.27776,0.54865,0.66385,0.4475,41.012,0.44405,4.9754,-0.036109,0.67,0.044444,0,0,1
9,3,2.5,0.303,46.667,-21.973,46.466,-15.925,6.051,0.82452,3,1.6041,3,10.191,18.479,32.258,-612.39,147.82,1344.1,7.2309,0.21827,0.0020148,0.12089,0.1951,1.4657,6.3139,0.95835,20.838,147.82,0.2,0.088889,1.5708,0,2
25,3,60.464,1.763,56.36,-30.524,55.161,-15.044,15.526,0.74846,3,1.6481,2,5.5268,7.7867,18.951,-527.34,-19.795,484.51,13.367,-2.6054,-2.3225,-1.8331,-0.98209,1.4535,17.696,0.87739,10.037,-427.5,0.61,0.2,1.5708,0,2
36,3,1002.4,2.126,27.362,-43.932,29.652,-25.4,18.673,0.86316,3,1.4479,4,5.5284,9.2819,16.615,-373.23,-29.319,353.64,0,0.4684,-0.18551,0.11074,0.32616,1.3627,20.042,0.93169,9.4271,-125.93,0.20784,0.088889,0,0,1
29,3,4.399,1.764,24.493,-30.238,26.71,-12.498,17.878,0.84998,3,1.4464,5,4.2801,9.163,21.352,-428.37,-9.9137,447.97,4.6906,-0.20003,-0.011252,0.037506,0.075011,1.285,18.278,0.97811,10.362,-424.14,0.090196,0.033333,0,0,1
14,3,2.167,1.789,24.392,-39.914,25.904,-27.819,12.189,0.77358,3,1.4464,5,0,5.0397,17.607,-360.59,0,441.75,0,-0.6751,-0.56384,-0.32505,-0.17503,1.0133,12.649,0.96365,7.0705,232.66,0.13333,0.1,0,0,1
21,3,4.302,0.574,22.578,-46.667,24.291,-38.503,8.3422,0.79705,3,1.3639,3,6.2742,16.799,25.198,-507.46,-6.0909,736.14,15.229,-1.1947,-1.0483,-0.65763,-0.13445,1.2688,9.2878,0.89818,16.181,0,0.72,0.044444,0,0,1
2,3,1.237,0.548,1.0901,-11.01,0.21803,-4.0335,7.0311,0.84232,3,1.6952,2,6.0563,8.5649,23.673,-378.52,41.871,577.53,26.978,0.90593,0.24068,0.53409,0.83968,1.4284,7.6291,0.92161,13.922,50.094,0.4,0.088889,1.5708,0,2
33,3,13.255,0.103,24.896,-17.135,23.989,-49.994,32.871,0.84237,1,-1.5984,5,149.81,291.96,1842.9,-146950,-2494.1,1273500,242.7,1.6402,0,1.031,1.5907,-1.3764,33.11,0.99278,321.46,-2494.1,0.078431,0.033333,0,0,1
34,3,75.549,0.501,16.025,-42.515,15.698,-37.282,5.2428,0.72897,3,1.6332,2,0,8.176,29.07,-666.49,0,651.41,0,-0.4352,-0.31824,-0.0204,3.8858E-17,1.2507,5.4015,0.97063,10.781,225.47,0.43,0.14444,0,0,1
35,3,11.342,10.6,3.427,-38.302,3.3262,-21.671,16.631,0.66141,3,1.5769,3,0,0,8.3994,-223.4,0,168,7.2022,-0.59009,-0.29621,-0.15699,0.038484,0.28874,34.069,0.48817,3.214,0,0.62,0.044444,0,0,1
20,3,2.849,1.63,2.0712,-47.094,0.32704,-18.641,28.506,0.93403,3,1.632,2,12.112,14.535,30.675,-584.61,-19.795,704.17,10.272,1.3887,0.17747,0.58532,1.041,1.5901,29.575,0.96384,18.144,1260.2,0.59,0.13333,0,0,1
14,3,4.486,1.532,24.997,-39.713,26.206,-29.835,9.9516,0.76931,3,1.449,5,0,5.5996,15.22,-451.41,-80.43,393.72,0.79995,-0.64928,-0.56924,-0.50636,-0.12659,0.99109,10.426,0.95452,6.8053,-143.9,0.13725,0.13333,0,0,1
40,2,4.028,2.859,28.625,-45.559,28.525,-22.981,22.578,0.75503,3,1.5753,1,0,6.1976,17.164,-430.38,0,263.89,0,-0.34962,-0.23578,-0.10304,0.027988,1.2627,23.478,0.96168,8.2118,-1276.7,0.36,0.044444,0,0,1
33,2,0.712,0.442,23.687,-24.291,20.461,-31.347,7.7578,0.69112,1,-1.9996,5,0,6.0834,28.422,-430.74,-16.782,152.61,0.76359,0.45835,0,0.075955,0.13698,-1.5125,7.8739,0.98526,17.814,-333.92,0.1098,0.066667,0,0,1
10,2,4.513,3.529,21.267,-45.962,31.75,-12.398,35.163,0.8256,3,1.2681,3,4.3641,9.0891,16.799,-382.9,0,329.48,25.411,-2.2932,-2.0169,-1.1771,-0.8067,1.0503,37.172,0.94595,10.533,-542.73,0.62,0.044444,0,0,1
17,2,0.816,0.432,19.655,-45.156,20.864,-37.697,7.5562,0.91531,3,1.41,1,7.7889,17.316,39.493,-990.31,-112.19,1524.7,11.123,-0.17479,-0.053781,0.025546,0.082553,1.3056,7.645,0.98838,17.697,1212.2,0.51,0.044444,0,0,1
1,2,6.903,5.547,25.509,-19.731,17.115,-9.4841,13.246,0.45424,3,2.2571,2,0,3.5328,8.3856,-210.72,0,270.45,0,-4.0784,-3.5281,-2.473,-0.89804,1.0994,19.848,0.6674,3.5781,598.9,0.87,0.31111,0,0,1
37,2,10.2,1.188,28.121,-45.66,30.54,-23.283,22.507,0.81075,3,1.4631,1,6.1143,16.787,35.457,-763.64,-162.11,656.08,56.326,-0.66897,-0.56063,-0.41167,-0.0325,1.291,23.872,0.94282,20.094,0,0.365,0.044444,0,0,1
30,2,43.112,8.119,22.239,-44.477,20.167,-6.1047,38.428,0.77874,3,1.6247,2,2.439,7.2675,15.262,-336.46,-0.0044565,354.56,12.827,-1.3347,-1.0522,-0.53577,-0.19312,1.4025,40.494,0.94899,4.9876,384.72,0.42,0.13333,0,0,1
34,1,0.692,0.399,14.826,-44.586,15.262,-36.628,7.9699,0.90288,3,1.5161,2,7.4011,13.522,58.439,-1462.2,108.01,4166.1,9.3562,-1.0169,-0.98293,-0.81861,-0.016104,1.4217,8.4095,0.94772,21.076,791.4,0.52,0.15556,0,0,1
38,1,1.355,0.497,17.878,-48.838,18.423,-45.131,3.7463,0.83441,3,1.4248,2,1.0382,7.2675,25.157,-526.6,34.76,657.12,3.8933,0.079304,-0.0012689,0.019033,0.050754,1.2313,3.815,0.982,7.676,443.58,0.31,0.088889,0,0,1
26,1,4.351,1.595,29.652,-36.083,30.088,-27.689,8.4053,0.26081,3,1.5189,2,6.4125,12.15,25.027,-580.46,37.736,480.09,41.123,-1.2018,-1.0979,-1.0123,-0.77564,1.2428,21.077,0.3988,13.214,325.35,0.45,0.17778,0,0,1
11,1,14.545,1.787,6.4508,-33.564,0.30238,-6.35,27.9,0.91346,3,1.793,3,9.1631,15.937,26.734,-605.14,-46.049,563.11,15.756,1.4347,0.119,0.69986,1.109,1.7817,29.084,0.95931,16.275,128.16,0.47,0.044444,0,0,1
33,1,0.626,0.386,23.787,-41.225,22.981,-34.068,7.2016,0.836,3,1.683,5,3.1383,15.915,46.426,-1289.6,-16.441,580.34,0,0.17352,-0.062071,-0.014812,0,1.4663,7.2681,0.99086,18.829,-1048.2,0.15686,0.13333,0,0,1
21,1,6.633,1.025,4.8381,-42.031,3.931,-31.548,10.522,0.79598,3,1.6571,3,3.0942,9.163,24.431,-1791.9,17.279,1536.3,9.8211,-0.11201,-0.082459,-0.031864,0.0029932,1.4129,10.798,0.9744,10.535,0,0.54,0.044444,0,0,1
